date,order_id,emp_id,item_id,quantity,item_price,order_cost,final_bill
2023-06-08,277,1024,6,2,250,500,570
2023-06-08,278,1018,5,3,225,675,769.5
2023-06-09,279,1004,4,2,150,300,342
2023-06-09,280,1019,6,2,250,500,570
2023-06-09,281,1036,2,3,30,90,102.6
2023-06-09,282,1071,13,3,125,375,427.5
2023-06-09,283,1027,4,3,150,450,513
2023-06-09,284,1058,14,2,125,250,285
2023-06-09,285,1245,4,2,150,300,342
2023-06-09,286,1087,4,3,150,450,513
2023-06-09,287,1243,5,3,225,675,769.5
2023-06-09,288,1086,9,2,300,600,684
2023-06-09,289,1055,11,1,125,125,142.5
2023-06-09,290,1021,11,3,125,375,427.5
2023-06-09,291,1098,10,3,150,450,513
2023-06-09,292,1048,9,2,300,600,684
2023-06-09,293,1184,2,1,30,30,34.2
2023-06-09,294,1183,7,2,150,300,342
2023-06-09,295,1240,14,3,125,375,427.5
2023-06-09,296,1206,1,2,30,60,68.4
2023-06-09,297,1087,1,3,30,90,102.6
2023-06-09,298,1125,9,2,300,600,684
2023-06-09,299,1022,4,2,150,300,342
2023-06-09,300,1042,1,2,30,60,68.4
2023-06-09,301,1034,9,3,300,900,1026
2023-06-09,302,1198,9,3,300,900,1026
2023-06-09,303,1007,9,2,300,600,684
2023-06-09,304,1118,8,3,250,750,855
2023-06-09,305,1083,10,3,150,450,513
2023-06-09,306,1165,9,1,300,300,342
2023-06-09,307,1070,2,1,30,30,34.2
2023-06-09,308,1162,10,2,150,300,342
2023-06-09,309,1106,6,3,250,750,855
2023-06-09,310,1157,2,1,30,30,34.2
2023-06-09,311,1084,11,3,125,375,427.5
2023-06-09,312,1074,7,1,150,150,171
2023-06-09,313,1096,3,1,30,30,34.2
2023-06-09,314,1161,9,2,300,600,684
2023-06-09,315,1059,4,2,150,300,342
2023-06-09,316,1183,5,2,225,450,513
2023-06-09,317,1142,3,1,30,30,34.2
2023-06-09,318,1209,1,1,30,30,34.2
2023-06-09,319,1225,11,1,125,125,142.5
2023-06-09,320,1169,12,3,150,450,513
2023-06-09,321,1204,5,2,225,450,513
2023-06-09,322,1020,6,2,250,500,570
2023-06-09,323,1047,4,1,150,150,171
2023-06-09,324,1121,10,2,150,300,342
2023-06-09,325,1044,11,2,125,250,285
2023-06-09,326,1233,13,3,125,375,427.5
2023-06-09,327,1239,14,3,125,375,427.5
2023-06-09,328,1117,12,2,150,300,342
2023-06-10,329,1055,4,3,150,450,513
2023-06-10,330,1106,1,1,30,30,34.2
2023-06-10,331,1032,11,3,125,375,427.5
2023-06-10,332,1111,3,2,30,60,68.4
2023-06-10,333,1002,6,1,250,250,285
2023-06-10,334,1073,5,2,225,450,513
2023-06-10,335,1089,10,3,150,450,513
2023-06-10,336,1077,6,2,250,500,570
2023-06-10,337,1012,3,1,30,30,34.2
2023-06-10,338,1179,1,2,30,60,68.4
2023-06-10,339,1042,9,3,300,900,1026
2023-06-10,340,1249,14,1,125,125,142.5
2023-06-10,341,1243,8,1,250,250,285
2023-06-10,342,1053,1,3,30,90,102.6
2023-06-10,343,1055,10,3,150,450,513
2023-06-10,344,1093,3,2,30,60,68.4
2023-06-10,345,1234,2,2,30,60,68.4
2023-06-10,346,1150,1,1,30,30,34.2
2023-06-10,347,1143,8,3,250,750,855
2023-06-10,348,1021,5,1,225,225,256.5
2023-06-10,349,1233,7,2,150,300,342
2023-06-10,350,1084,7,1,150,150,171
2023-06-10,351,1068,3,1,30,30,34.2
2023-06-10,352,1101,1,2,30,60,68.4
2023-06-10,353,1118,12,1,150,150,171
2023-06-10,354,1035,11,3,125,375,427.5
2023-06-10,355,1090,3,2,30,60,68.4
2023-06-10,356,1159,4,1,150,150,171
2023-06-10,357,1066,6,3,250,750,855
2023-06-10,358,1067,12,1,150,150,171
2023-06-10,359,1158,7,1,150,150,171
2023-06-10,360,1183,3,3,30,90,102.6
2023-06-10,361,1149,14,2,125,250,285
2023-06-10,362,1211,8,2,250,500,570
2023-06-10,363,1006,10,2,150,300,342
2023-06-10,364,1220,10,1,150,150,171
2023-06-10,365,1135,9,2,300,600,684
2023-06-10,366,1001,14,1,125,125,142.5
2023-06-10,367,1039,12,2,150,300,342
2023-06-10,368,1214,3,1,30,30,34.2
2023-06-11,369,1076,13,3,125,375,427.5
2023-06-11,370,1044,13,2,125,250,285
2023-06-11,371,1074,6,3,250,750,855
2023-06-11,372,1078,11,1,125,125,142.5
2023-06-11,373,1058,9,3,300,900,1026
2023-06-11,374,1090,8,2,250,500,570
2023-06-11,375,1046,11,3,125,375,427.5
2023-06-11,376,1108,4,3,150,450,513
2023-06-11,377,1129,6,1,250,250,285
2023-06-11,378,1232,8,1,250,250,285
2023-06-11,379,1124,2,2,30,60,68.4
2023-06-11,380,1057,5,3,225,675,769.5
2023-06-11,381,1220,6,2,250,500,570
2023-06-11,382,1204,1,3,30,90,102.6
2023-06-11,383,1042,9,3,300,900,1026
2023-06-11,384,1031,10,3,150,450,513
2023-06-11,385,1148,13,2,125,250,285
2023-06-11,386,1076,13,1,125,125,142.5
2023-06-11,387,1023,11,1,125,125,142.5
2023-06-11,388,1087,6,1,250,250,285
2023-06-11,389,1038,14,2,125,250,285
2023-06-11,390,1135,1,3,30,90,102.6
2023-06-11,391,1036,4,2,150,300,342
2023-06-11,392,1137,2,2,30,60,68.4
2023-06-11,393,1101,9,1,300,300,342
2023-06-11,394,1169,11,2,125,250,285
2023-06-11,395,1035,2,1,30,30,34.2
2023-06-11,396,1095,1,1,30,30,34.2
2023-06-11,397,1141,10,3,150,450,513
2023-06-11,398,1141,12,3,150,450,513
2023-06-11,399,1068,5,3,225,675,769.5
2023-06-11,400,1217,11,2,125,250,285
2023-06-11,401,1071,1,2,30,60,68.4
2023-06-11,402,1207,1,2,30,60,68.4
2023-06-11,403,1149,5,3,225,675,769.5
2023-06-11,404,1020,3,2,30,60,68.4
2023-06-11,405,1203,9,3,300,900,1026
2023-06-11,406,1145,7,3,150,450,513
2023-06-11,407,1108,5,3,225,675,769.5
2023-06-12,408,1016,4,1,150,150,171
2023-06-12,409,1184,11,2,125,250,285
2023-06-12,410,1108,3,1,30,30,34.2
2023-06-12,411,1183,11,3,125,375,427.5
2023-06-12,412,1236,2,1,30,30,34.2
2023-06-12,413,1004,5,2,225,450,513
2023-06-12,414,1209,9,1,300,300,342
2023-06-12,415,1065,14,2,125,250,285
2023-06-12,416,1170,6,1,250,250,285
2023-06-12,417,1199,4,2,150,300,342
2023-06-12,418,1080,13,1,125,125,142.5
2023-06-12,419,1228,3,2,30,60,68.4
2023-06-12,420,1005,9,1,300,300,342
2023-06-12,421,1093,13,2,125,250,285
2023-06-12,422,1059,10,2,150,300,342
2023-06-12,423,1148,7,2,150,300,342
2023-06-12,424,1077,10,1,150,150,171
2023-06-12,425,1211,10,2,150,300,342
2023-06-12,426,1150,11,3,125,375,427.5
2023-06-12,427,1208,13,1,125,125,142.5
2023-06-12,428,1237,13,3,125,375,427.5
2023-06-12,429,1098,6,2,250,500,570
2023-06-12,430,1106,11,2,125,250,285
2023-06-12,431,1174,11,3,125,375,427.5
2023-06-12,432,1001,1,2,30,60,68.4
2023-06-12,433,1015,9,1,300,300,342
2023-06-12,434,1226,2,3,30,90,102.6
2023-06-12,435,1228,13,1,125,125,142.5
2023-06-12,436,1033,8,2,250,500,570
2023-06-12,437,1221,6,3,250,750,855
2023-06-12,438,1130,14,3,125,375,427.5
2023-06-12,439,1207,3,2,30,60,68.4
2023-06-12,440,1036,14,1,125,125,142.5
2023-06-12,441,1103,14,1,125,125,142.5
2023-06-12,442,1112,6,3,250,750,855
2023-06-12,443,1040,7,2,150,300,342
2023-06-12,444,1053,5,2,225,450,513
2023-06-12,445,1105,14,1,125,125,142.5
2023-06-12,446,1219,12,2,150,300,342
2023-06-12,447,1054,13,3,125,375,427.5
2023-06-12,448,1003,12,3,150,450,513
2023-06-13,449,1051,5,2,225,450,513
2023-06-13,450,1126,13,3,125,375,427.5
2023-06-13,451,1222,1,2,30,60,68.4
2023-06-13,452,1243,6,2,250,500,570
2023-06-13,453,1092,12,1,150,150,171
2023-06-13,454,1033,1,3,30,90,102.6
2023-06-13,455,1041,9,1,300,300,342
2023-06-13,456,1218,11,3,125,375,427.5
2023-06-13,457,1072,2,1,30,30,34.2
2023-06-13,458,1142,3,1,30,30,34.2
2023-06-13,459,1056,5,2,225,450,513
2023-06-13,460,1083,3,2,30,60,68.4
2023-06-13,461,1131,3,3,30,90,102.6
2023-06-13,462,1147,6,3,250,750,855
2023-06-13,463,1120,8,2,250,500,570
2023-06-13,464,1235,7,3,150,450,513
2023-06-13,465,1240,12,2,150,300,342
2023-06-13,466,1209,1,2,30,60,68.4
2023-06-13,467,1006,7,2,150,300,342
2023-06-13,468,1225,13,1,125,125,142.5
2023-06-13,469,1107,3,3,30,90,102.6
2023-06-13,470,1111,5,3,225,675,769.5
2023-06-13,471,1046,14,2,125,250,285
2023-06-13,472,1054,5,3,225,675,769.5
2023-06-13,473,1026,8,2,250,500,570
2023-06-13,474,1040,14,1,125,125,142.5
2023-06-13,475,1212,1,3,30,90,102.6
2023-06-13,476,1111,6,1,250,250,285
2023-06-13,477,1145,9,2,300,600,684
2023-06-13,478,1229,3,3,30,90,102.6
2023-06-13,479,1127,14,2,125,250,285
2023-06-13,480,1083,11,2,125,250,285
2023-06-13,481,1176,3,2,30,60,68.4
2023-06-13,482,1183,13,2,125,250,285
2023-06-14,483,1021,14,3,125,375,427.5
2023-06-14,484,1044,14,1,125,125,142.5
2023-06-14,485,1052,9,1,300,300,342
2023-06-14,486,1021,5,3,225,675,769.5
2023-06-14,487,1147,10,3,150,450,513
2023-06-14,488,1192,5,3,225,675,769.5
2023-06-14,489,1193,6,1,250,250,285
2023-06-14,490,1092,14,2,125,250,285
2023-06-14,491,1230,10,3,150,450,513
2023-06-14,492,1229,10,1,150,150,171
2023-06-14,493,1182,2,1,30,30,34.2
2023-06-14,494,1022,8,2,250,500,570
2023-06-14,495,1142,5,1,225,225,256.5
2023-06-14,496,1117,13,3,125,375,427.5
2023-06-14,497,1160,6,2,250,500,570
2023-06-14,498,1185,2,3,30,90,102.6
2023-06-14,499,1207,1,3,30,90,102.6
2023-06-14,500,1225,4,3,150,450,513
2023-06-14,501,1184,2,1,30,30,34.2
2023-06-14,502,1212,8,2,250,500,570
2023-06-14,503,1114,13,2,125,250,285
2023-06-14,504,1008,8,3,250,750,855
2023-06-14,505,1248,4,3,150,450,513
2023-06-14,506,1116,4,2,150,300,342
2023-06-14,507,1054,8,2,250,500,570
2023-06-14,508,1147,2,1,30,30,34.2
2023-06-14,509,1105,11,3,125,375,427.5
2023-06-14,510,1113,10,3,150,450,513
2023-06-14,511,1209,2,1,30,30,34.2
2023-06-14,512,1127,8,1,250,250,285
2023-06-14,513,1183,5,1,225,225,256.5
2023-06-14,514,1044,1,1,30,30,34.2
2023-06-14,515,1062,14,3,125,375,427.5
2023-06-14,516,1049,2,2,30,60,68.4
2023-06-14,517,1193,5,3,225,675,769.5
2023-06-14,518,1191,9,1,300,300,342
2023-06-14,519,1028,11,1,125,125,142.5
2023-06-14,520,1031,5,3,225,675,769.5
2023-06-14,521,1052,4,3,150,450,513
2023-06-14,522,1195,12,3,150,450,513
2023-06-14,523,1114,12,3,150,450,513
2023-06-14,524,1130,6,2,250,500,570
2023-06-15,525,1024,13,1,125,125,142.5
2023-06-15,526,1039,3,1,30,30,34.2
2023-06-15,527,1089,9,2,300,600,684
2023-06-15,528,1101,13,2,125,250,285
2023-06-15,529,1017,4,2,150,300,342
2023-06-15,530,1231,7,2,150,300,342
2023-06-15,531,1019,9,2,300,600,684
2023-06-15,532,1023,3,3,30,90,102.6
2023-06-15,533,1147,12,1,150,150,171
2023-06-15,534,1170,5,1,225,225,256.5
2023-06-15,535,1106,7,2,150,300,342
2023-06-15,536,1188,14,3,125,375,427.5
2023-06-15,537,1003,8,2,250,500,570
2023-06-15,538,1078,5,1,225,225,256.5
2023-06-15,539,1184,3,2,30,60,68.4
2023-06-15,540,1031,2,2,30,60,68.4
2023-06-15,541,1032,11,1,125,125,142.5
2023-06-15,542,1017,5,1,225,225,256.5
2023-06-15,543,1173,4,2,150,300,342
2023-06-15,544,1101,12,3,150,450,513
2023-06-15,545,1164,8,2,250,500,570
2023-06-15,546,1140,3,3,30,90,102.6
2023-06-15,547,1169,2,2,30,60,68.4
2023-06-15,548,1142,7,1,150,150,171
2023-06-15,549,1150,9,1,300,300,342
2023-06-15,550,1002,10,3,150,450,513
2023-06-15,551,1019,10,2,150,300,342
2023-06-15,552,1237,7,3,150,450,513
2023-06-15,553,1182,6,1,250,250,285
2023-06-15,554,1157,1,3,30,90,102.6
2023-06-15,555,1068,11,1,125,125,142.5
2023-06-15,556,1063,9,2,300,600,684
2023-06-15,557,1012,5,3,225,675,769.5
2023-06-16,558,1232,4,1,150,150,171
2023-06-16,559,1158,4,1,150,150,171
2023-06-16,560,1123,2,1,30,30,34.2
2023-06-16,561,1100,10,3,150,450,513
2023-06-16,562,1053,13,1,125,125,142.5
2023-06-16,563,1079,4,1,150,150,171
2023-06-16,564,1115,9,3,300,900,1026
2023-06-16,565,1155,7,2,150,300,342
2023-06-16,566,1084,11,2,125,250,285
2023-06-16,567,1058,13,3,125,375,427.5
2023-06-16,568,1212,4,3,150,450,513
2023-06-16,569,1020,13,1,125,125,142.5
2023-06-16,570,1247,12,1,150,150,171
2023-06-16,571,1184,11,2,125,250,285
2023-06-16,572,1177,12,1,150,150,171
2023-06-16,573,1075,8,1,250,250,285
2023-06-16,574,1097,2,2,30,60,68.4
2023-06-16,575,1224,11,1,125,125,142.5
2023-06-16,576,1127,1,3,30,90,102.6
2023-06-16,577,1176,11,3,125,375,427.5
2023-06-16,578,1007,6,2,250,500,570
2023-06-16,579,1156,7,3,150,450,513
2023-06-16,580,1220,3,2,30,60,68.4
2023-06-16,581,1237,8,3,250,750,855
2023-06-16,582,1149,5,2,225,450,513
2023-06-16,583,1233,14,3,125,375,427.5
2023-06-16,584,1076,14,2,125,250,285
2023-06-16,585,1056,10,1,150,150,171
2023-06-16,586,1214,11,1,125,125,142.5
2023-06-16,587,1213,7,1,150,150,171
2023-06-16,588,1240,8,3,250,750,855
2023-06-16,589,1003,1,3,30,90,102.6
2023-06-16,590,1173,9,1,300,300,342
2023-06-17,591,1141,1,1,30,30,34.2
2023-06-17,592,1218,4,2,150,300,342
2023-06-17,593,1031,7,2,150,300,342
2023-06-17,594,1031,1,2,30,60,68.4
2023-06-17,595,1192,2,3,30,90,102.6
2023-06-17,596,1111,5,1,225,225,256.5
2023-06-17,597,1110,6,1,250,250,285
2023-06-17,598,1144,10,1,150,150,171
2023-06-17,599,1166,9,2,300,600,684
2023-06-17,600,1121,11,3,125,375,427.5
2023-06-17,601,1039,1,2,30,60,68.4
2023-06-17,602,1145,10,2,150,300,342
2023-06-17,603,1019,1,3,30,90,102.6
2023-06-17,604,1088,2,2,30,60,68.4
2023-06-17,605,1236,8,3,250,750,855
2023-06-17,606,1070,9,3,300,900,1026
2023-06-17,607,1231,2,3,30,90,102.6
2023-06-17,608,1122,1,3,30,90,102.6
